landscape_code,basin_id,class_id,watersystem_code,watersystem_name,unit_basin_code,basin_unit_id,gsi_landform_class,landform_unit_id,landscape_unit_id,available_cell_count,available_area_m2,available_area_km2,basin_cell_count,basin_grid_area_m2,landform_known_cell_count,landform_known_area_m2,landform_coverage_ratio,available_share_known,available_share_basin,resolution_m
10004,10,4,120000,,4,B_120000_4,台地・段丘,LF_CLASS::台地・段丘,B_120000_4_LF_CLASS::台地・段丘,173,17300.0,0.0173,207,20700.0,207,20700.0,1.0,0.8357487922705314,0.8357487922705314,10.0
11009,11,9,120000,,5,B_120000_5,砂州・砂丘,LF_CLASS::砂州・砂丘,B_120000_5_LF_CLASS::砂州・砂丘,35,3500.0,0.0035,99,9900.0,99,9900.0,1.0,0.35353535353535354,0.35353535353535354,10.0
11011,11,11,120000,,5,B_120000_5,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_120000_5_LF_CLASS::氾濫平野・海岸平野,64,6400.0,0.0064,99,9900.0,99,9900.0,1.0,0.6464646464646465,0.6464646464646465,10.0
12004,12,4,120000,,6,B_120000_6,台地・段丘,LF_CLASS::台地・段丘,B_120000_6_LF_CLASS::台地・段丘,219,21900.0,0.0219,219,21900.0,219,21900.0,1.0,1.0,1.0,10.0
13011,13,11,120000,,7,B_120000_7,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_120000_7_LF_CLASS::氾濫平野・海岸平野,99,9900.0,0.0099,99,9900.0,99,9900.0,1.0,1.0,1.0,10.0
14017,14,17,120000,,8,B_120000_8,旧水部,LF_CLASS::旧水部,B_120000_8_LF_CLASS::旧水部,110,11000.0,0.011,110,11000.0,110,11000.0,1.0,1.0,1.0,10.0
15002,15,2,130000,,1,B_130000_1,崖・段丘崖,LF_CLASS::崖・段丘崖,B_130000_1_LF_CLASS::崖・段丘崖,1635,163500.0,0.1635,35400,3540000.0,35400,3540000.0,1.0,0.0461864406779661,0.0461864406779661,10.0
15004,15,4,130000,,1,B_130000_1,台地・段丘,LF_CLASS::台地・段丘,B_130000_1_LF_CLASS::台地・段丘,23842,2384200.0,2.3842,35400,3540000.0,35400,3540000.0,1.0,0.673502824858757,0.673502824858757,10.0
15005,15,5,130000,,1,B_130000_1,山麓堆積地形,LF_CLASS::山麓堆積地形,B_130000_1_LF_CLASS::山麓堆積地形,144,14400.0,0.0144,35400,3540000.0,35400,3540000.0,1.0,0.004067796610169492,0.004067796610169492,10.0
15009,15,9,130000,,1,B_130000_1,砂州・砂丘,LF_CLASS::砂州・砂丘,B_130000_1_LF_CLASS::砂州・砂丘,204,20400.0,0.0204,35400,3540000.0,35400,3540000.0,1.0,0.00576271186440678,0.00576271186440678,10.0
15010,15,10,130000,,1,B_130000_1,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_1_LF_CLASS::凹地・浅い谷,2071,207100.0,0.2071,35400,3540000.0,35400,3540000.0,1.0,0.05850282485875706,0.05850282485875706,10.0
15011,15,11,130000,,1,B_130000_1,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_1_LF_CLASS::氾濫平野・海岸平野,7408,740800.0,0.7408,35400,3540000.0,35400,3540000.0,1.0,0.20926553672316384,0.20926553672316384,10.0
15016,15,16,130000,,1,B_130000_1,水部,LF_CLASS::水部,B_130000_1_LF_CLASS::水部,96,9600.0,0.0096,35400,3540000.0,35400,3540000.0,1.0,0.002711864406779661,0.002711864406779661,10.0
16016,16,16,130000,,10,B_130000_10,水部,LF_CLASS::水部,B_130000_10_LF_CLASS::水部,547,54700.0,0.0547,12147,1214700.0,12143,1214300.0,0.9996707005845065,0.0450465288643663,0.04503169506874125,10.0
16017,16,17,130000,,10,B_130000_10,旧水部,LF_CLASS::旧水部,B_130000_10_LF_CLASS::旧水部,11596,1159600.0,1.1596,12147,1214700.0,12143,1214300.0,0.9996707005845065,0.9549534711356337,0.9546390055157652,10.0
17016,17,16,130000,,11,B_130000_11,水部,LF_CLASS::水部,B_130000_11_LF_CLASS::水部,14,1400.0,0.0014,10881,1088100.0,10881,1088100.0,1.0,0.0012866464479367706,0.0012866464479367706,10.0
17017,17,17,130000,,11,B_130000_11,旧水部,LF_CLASS::旧水部,B_130000_11_LF_CLASS::旧水部,10867,1086700.0,1.0867,10881,1088100.0,10881,1088100.0,1.0,0.9987133535520633,0.9987133535520633,10.0
18016,18,16,130000,,12,B_130000_12,水部,LF_CLASS::水部,B_130000_12_LF_CLASS::水部,355,35500.0,0.0355,7452,745200.0,7452,745200.0,1.0,0.047638217928073004,0.047638217928073004,10.0
18017,18,17,130000,,12,B_130000_12,旧水部,LF_CLASS::旧水部,B_130000_12_LF_CLASS::旧水部,7097,709700.0,0.7097,7452,745200.0,7452,745200.0,1.0,0.952361782071927,0.952361782071927,10.0
19016,19,16,130000,,13,B_130000_13,水部,LF_CLASS::水部,B_130000_13_LF_CLASS::水部,248,24800.0,0.0248,6145,614500.0,6145,614500.0,1.0,0.0403580146460537,0.0403580146460537,10.0
19017,19,17,130000,,13,B_130000_13,旧水部,LF_CLASS::旧水部,B_130000_13_LF_CLASS::旧水部,5897,589700.0,0.5897,6145,614500.0,6145,614500.0,1.0,0.9596419853539463,0.9596419853539463,10.0
20016,20,16,130000,,14,B_130000_14,水部,LF_CLASS::水部,B_130000_14_LF_CLASS::水部,303,30300.0,0.0303,8362,836200.0,8362,836200.0,1.0,0.03623535039464243,0.03623535039464243,10.0
20017,20,17,130000,,14,B_130000_14,旧水部,LF_CLASS::旧水部,B_130000_14_LF_CLASS::旧水部,8059,805900.0,0.8059,8362,836200.0,8362,836200.0,1.0,0.9637646496053576,0.9637646496053576,10.0
21016,21,16,130000,,15,B_130000_15,水部,LF_CLASS::水部,B_130000_15_LF_CLASS::水部,316,31600.0,0.0316,4371,437100.0,4371,437100.0,1.0,0.07229466941203386,0.07229466941203386,10.0
21017,21,17,130000,,15,B_130000_15,旧水部,LF_CLASS::旧水部,B_130000_15_LF_CLASS::旧水部,4055,405500.0,0.4055,4371,437100.0,4371,437100.0,1.0,0.9277053305879661,0.9277053305879661,10.0
22016,22,16,130000,,16,B_130000_16,水部,LF_CLASS::水部,B_130000_16_LF_CLASS::水部,646,64600.0,0.0646,7330,733000.0,7330,733000.0,1.0,0.08813096862210096,0.08813096862210096,10.0
22017,22,17,130000,,16,B_130000_16,旧水部,LF_CLASS::旧水部,B_130000_16_LF_CLASS::旧水部,6684,668400.0,0.6684,7330,733000.0,7330,733000.0,1.0,0.9118690313778991,0.9118690313778991,10.0
23016,23,16,130000,,17,B_130000_17,水部,LF_CLASS::水部,B_130000_17_LF_CLASS::水部,287,28700.0,0.0287,5022,502200.0,5022,502200.0,1.0,0.05714854639585822,0.05714854639585822,10.0
23017,23,17,130000,,17,B_130000_17,旧水部,LF_CLASS::旧水部,B_130000_17_LF_CLASS::旧水部,4735,473500.0,0.4735,5022,502200.0,5022,502200.0,1.0,0.9428514536041418,0.9428514536041418,10.0
24016,24,16,130000,,18,B_130000_18,水部,LF_CLASS::水部,B_130000_18_LF_CLASS::水部,193,19300.0,0.0193,3227,322700.0,3227,322700.0,1.0,0.05980787108769755,0.05980787108769755,10.0
24017,24,17,130000,,18,B_130000_18,旧水部,LF_CLASS::旧水部,B_130000_18_LF_CLASS::旧水部,3034,303400.0,0.3034,3227,322700.0,3227,322700.0,1.0,0.9401921289123024,0.9401921289123024,10.0
25016,25,16,130000,,19,B_130000_19,水部,LF_CLASS::水部,B_130000_19_LF_CLASS::水部,2115,211500.0,0.2115,9596,959600.0,9596,959600.0,1.0,0.22040433513964153,0.22040433513964153,10.0
25017,25,17,130000,,19,B_130000_19,旧水部,LF_CLASS::旧水部,B_130000_19_LF_CLASS::旧水部,7481,748100.0,0.7481,9596,959600.0,9596,959600.0,1.0,0.7795956648603585,0.7795956648603585,10.0
26001,26,1,130000,,2,B_130000_2,山地斜面等,LF_CLASS::山地斜面等,B_130000_2_LF_CLASS::山地斜面等,9799,979900.0,0.9799,85955,8595500.0,85955,8595500.0,1.0,0.11400151241928916,0.11400151241928916,10.0
26004,26,4,130000,,2,B_130000_2,台地・段丘,LF_CLASS::台地・段丘,B_130000_2_LF_CLASS::台地・段丘,52832,5283200.0,5.2832,85955,8595500.0,85955,8595500.0,1.0,0.6146471991158164,0.6146471991158164,10.0
26010,26,10,130000,,2,B_130000_2,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_2_LF_CLASS::凹地・浅い谷,11404,1140400.0,1.1404,85955,8595500.0,85955,8595500.0,1.0,0.1326740736431854,0.1326740736431854,10.0
26011,26,11,130000,,2,B_130000_2,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_2_LF_CLASS::氾濫平野・海岸平野,11765,1176500.0,1.1765,85955,8595500.0,85955,8595500.0,1.0,0.13687394566924554,0.13687394566924554,10.0
26016,26,16,130000,,2,B_130000_2,水部,LF_CLASS::水部,B_130000_2_LF_CLASS::水部,155,15500.0,0.0155,85955,8595500.0,85955,8595500.0,1.0,0.0018032691524634983,0.0018032691524634983,10.0
27001,27,1,130000,,3,B_130000_3,山地斜面等,LF_CLASS::山地斜面等,B_130000_3_LF_CLASS::山地斜面等,5593,559300.0,0.5593,107935,10793500.0,107934,10793400.0,0.9999907351646824,0.05181870402282877,0.05181822393106963,10.0
27004,27,4,130000,,3,B_130000_3,台地・段丘,LF_CLASS::台地・段丘,B_130000_3_LF_CLASS::台地・段丘,61508,6150800.0,6.1508,107935,10793500.0,107934,10793400.0,0.9999907351646824,0.5698667704337836,0.5698614907120026,10.0
27010,27,10,130000,,3,B_130000_3,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_3_LF_CLASS::凹地・浅い谷,38336,3833600.0,3.8336,107935,10793500.0,107934,10793400.0,0.9999907351646824,0.3551800174180518,0.35517672673368234,10.0
27011,27,11,130000,,3,B_130000_3,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_3_LF_CLASS::氾濫平野・海岸平野,2411,241100.0,0.2411,107935,10793500.0,107934,10793400.0,0.9999907351646824,0.02233772490596105,0.02233751795061843,10.0
27016,27,16,130000,,3,B_130000_3,水部,LF_CLASS::水部,B_130000_3_LF_CLASS::水部,86,8600.0,0.0086,107935,10793500.0,107934,10793400.0,0.9999907351646824,0.0007967832193748032,0.0007967758373094918,10.0
28001,28,1,130000,,4,B_130000_4,山地斜面等,LF_CLASS::山地斜面等,B_130000_4_LF_CLASS::山地斜面等,15989,1598900.0,1.5989,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.1137845146598349,0.11378289520502127,10.0
28002,28,2,130000,,4,B_130000_4,崖・段丘崖,LF_CLASS::崖・段丘崖,B_130000_4_LF_CLASS::崖・段丘崖,2207,220700.0,0.2207,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.01570594933105608,0.015705725793825877,10.0
28004,28,4,130000,,4,B_130000_4,台地・段丘,LF_CLASS::台地・段丘,B_130000_4_LF_CLASS::台地・段丘,88891,8889100.0,8.8891,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.6325861087389696,0.6325771053642846,10.0
28010,28,10,130000,,4,B_130000_4,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_4_LF_CLASS::凹地・浅い谷,9554,955400.0,0.9554,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.06799032166239681,0.06798935398015969,10.0
28011,28,11,130000,,4,B_130000_4,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_4_LF_CLASS::氾濫平野・海岸平野,19008,1900800.0,1.9008,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.13526900085397098,0.13526707561805268,10.0
28012,28,12,130000,,4,B_130000_4,後背低地・湿地,LF_CLASS::後背低地・湿地,B_130000_4_LF_CLASS::後背低地・湿地,4565,456500.0,0.4565,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.03248647879305437,0.03248601642447446,10.0
28016,28,16,130000,,4,B_130000_4,水部,LF_CLASS::水部,B_130000_4_LF_CLASS::水部,306,30600.0,0.0306,140522,14052200.0,140520,14052000.0,0.9999857673531547,0.0021776259607173354,0.0021775949673360755,10.0
29001,29,1,130000,,5,B_130000_5,山地斜面等,LF_CLASS::山地斜面等,B_130000_5_LF_CLASS::山地斜面等,4376,437600.0,0.4376,80274,8027400.0,80274,8027400.0,1.0,0.054513291974985674,0.054513291974985674,10.0
29002,29,2,130000,,5,B_130000_5,崖・段丘崖,LF_CLASS::崖・段丘崖,B_130000_5_LF_CLASS::崖・段丘崖,2571,257100.0,0.2571,80274,8027400.0,80274,8027400.0,1.0,0.03202780476866732,0.03202780476866732,10.0
29004,29,4,130000,,5,B_130000_5,台地・段丘,LF_CLASS::台地・段丘,B_130000_5_LF_CLASS::台地・段丘,46600,4660000.0,4.66,80274,8027400.0,80274,8027400.0,1.0,0.5805117472656153,0.5805117472656153,10.0
29009,29,9,130000,,5,B_130000_5,砂州・砂丘,LF_CLASS::砂州・砂丘,B_130000_5_LF_CLASS::砂州・砂丘,5167,516700.0,0.5167,80274,8027400.0,80274,8027400.0,1.0,0.06436704287814236,0.06436704287814236,10.0
29010,29,10,130000,,5,B_130000_5,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_5_LF_CLASS::凹地・浅い谷,456,45600.0,0.0456,80274,8027400.0,80274,8027400.0,1.0,0.0056805441363330595,0.0056805441363330595,10.0
29011,29,11,130000,,5,B_130000_5,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_5_LF_CLASS::氾濫平野・海岸平野,15338,1533800.0,1.5338,80274,8027400.0,80274,8027400.0,1.0,0.19107058325236068,0.19107058325236068,10.0
29012,29,12,130000,,5,B_130000_5,後背低地・湿地,LF_CLASS::後背低地・湿地,B_130000_5_LF_CLASS::後背低地・湿地,4434,443400.0,0.4434,80274,8027400.0,80274,8027400.0,1.0,0.05523581732565962,0.05523581732565962,10.0
29016,29,16,130000,,5,B_130000_5,水部,LF_CLASS::水部,B_130000_5_LF_CLASS::水部,1332,133200.0,0.1332,80274,8027400.0,80274,8027400.0,1.0,0.016593168398236043,0.016593168398236043,10.0
30001,30,1,130000,,6,B_130000_6,山地斜面等,LF_CLASS::山地斜面等,B_130000_6_LF_CLASS::山地斜面等,12753,1275300.0,1.2753,71422,7142200.0,71422,7142200.0,1.0,0.17855842737531852,0.17855842737531852,10.0
30004,30,4,130000,,6,B_130000_6,台地・段丘,LF_CLASS::台地・段丘,B_130000_6_LF_CLASS::台地・段丘,41161,4116100.0,4.1161,71422,7142200.0,71422,7142200.0,1.0,0.5763070202458627,0.5763070202458627,10.0
30005,30,5,130000,,6,B_130000_6,山麓堆積地形,LF_CLASS::山麓堆積地形,B_130000_6_LF_CLASS::山麓堆積地形,95,9500.0,0.0095,71422,7142200.0,71422,7142200.0,1.0,0.0013301223712581557,0.0013301223712581557,10.0
30010,30,10,130000,,6,B_130000_6,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_130000_6_LF_CLASS::凹地・浅い谷,3869,386900.0,0.3869,71422,7142200.0,71422,7142200.0,1.0,0.054170983730503205,0.054170983730503205,10.0
30011,30,11,130000,,6,B_130000_6,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_6_LF_CLASS::氾濫平野・海岸平野,13490,1349000.0,1.349,71422,7142200.0,71422,7142200.0,1.0,0.18887737671865812,0.18887737671865812,10.0
30016,30,16,130000,,6,B_130000_6,水部,LF_CLASS::水部,B_130000_6_LF_CLASS::水部,54,5400.0,0.0054,71422,7142200.0,71422,7142200.0,1.0,0.0007560695583993727,0.0007560695583993727,10.0
31007,31,7,130000,,7,B_130000_7,自然堤防,LF_CLASS::自然堤防,B_130000_7_LF_CLASS::自然堤防,1366,136600.0,0.1366,21658,2165800.0,21637,2163700.0,0.9990303813833226,0.06313259694042613,0.06307138239911349,10.0
31011,31,11,130000,,7,B_130000_7,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_130000_7_LF_CLASS::氾濫平野・海岸平野,20194,2019400.0,2.0194,21658,2165800.0,21637,2163700.0,0.9990303813833226,0.9333086841983639,0.9324037307230585,10.0
31016,31,16,130000,,7,B_130000_7,水部,LF_CLASS::水部,B_130000_7_LF_CLASS::水部,77,7700.0,0.0077,21658,2165800.0,21637,2163700.0,0.9990303813833226,0.0035587188612099642,0.003555268261150614,10.0
32016,32,16,130000,,8,B_130000_8,水部,LF_CLASS::水部,B_130000_8_LF_CLASS::水部,1026,102600.0,0.1026,13172,1317200.0,13172,1317200.0,1.0,0.07789249924081385,0.07789249924081385,10.0
32017,32,17,130000,,8,B_130000_8,旧水部,LF_CLASS::旧水部,B_130000_8_LF_CLASS::旧水部,12146,1214600.0,1.2146,13172,1317200.0,13172,1317200.0,1.0,0.9221075007591861,0.9221075007591861,10.0
33016,33,16,130000,,9,B_130000_9,水部,LF_CLASS::水部,B_130000_9_LF_CLASS::水部,60,6000.0,0.006,6818,681800.0,6818,681800.0,1.0,0.00880023467292461,0.00880023467292461,10.0
33017,33,17,130000,,9,B_130000_9,旧水部,LF_CLASS::旧水部,B_130000_9_LF_CLASS::旧水部,6758,675800.0,0.6758,6818,681800.0,6818,681800.0,1.0,0.9911997653270754,0.9911997653270754,10.0
34016,34,16,140000,,1,B_140000_1,水部,LF_CLASS::水部,B_140000_1_LF_CLASS::水部,45,4500.0,0.0045,45,4500.0,45,4500.0,1.0,1.0,1.0,10.0
35001,35,1,140001,,5,B_140001_5,山地斜面等,LF_CLASS::山地斜面等,B_140001_5_LF_CLASS::山地斜面等,13,1300.0,0.0013,695,69500.0,694,69400.0,0.9985611510791367,0.018731988472622477,0.01870503597122302,10.0
35004,35,4,140001,,5,B_140001_5,台地・段丘,LF_CLASS::台地・段丘,B_140001_5_LF_CLASS::台地・段丘,659,65900.0,0.0659,695,69500.0,694,69400.0,0.9985611510791367,0.9495677233429395,0.9482014388489208,10.0
35011,35,11,140001,,5,B_140001_5,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_140001_5_LF_CLASS::氾濫平野・海岸平野,21,2100.0,0.0021,695,69500.0,694,69400.0,0.9985611510791367,0.03025936599423631,0.030215827338129497,10.0
35016,35,16,140001,,5,B_140001_5,水部,LF_CLASS::水部,B_140001_5_LF_CLASS::水部,1,100.0,0.0001,695,69500.0,694,69400.0,0.9985611510791367,0.001440922190201729,0.0014388489208633094,10.0
36001,36,1,140013,,16,B_140013_16,山地斜面等,LF_CLASS::山地斜面等,B_140013_16_LF_CLASS::山地斜面等,174,17400.0,0.0174,1408,140800.0,1408,140800.0,1.0,0.12357954545454546,0.12357954545454546,10.0
36004,36,4,140013,,16,B_140013_16,台地・段丘,LF_CLASS::台地・段丘,B_140013_16_LF_CLASS::台地・段丘,1177,117700.0,0.1177,1408,140800.0,1408,140800.0,1.0,0.8359375,0.8359375,10.0
36011,36,11,140013,,16,B_140013_16,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_140013_16_LF_CLASS::氾濫平野・海岸平野,57,5700.0,0.0057,1408,140800.0,1408,140800.0,1.0,0.040482954545454544,0.040482954545454544,10.0
37001,37,1,140013,,17,B_140013_17,山地斜面等,LF_CLASS::山地斜面等,B_140013_17_LF_CLASS::山地斜面等,53840,5384000.0,5.384,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.32747798160673447,0.3274540810120423,10.0
37002,37,2,140013,,17,B_140013_17,崖・段丘崖,LF_CLASS::崖・段丘崖,B_140013_17_LF_CLASS::崖・段丘崖,2907,290700.0,0.2907,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.017681621332295266,0.017680330859992703,10.0
37004,37,4,140013,,17,B_140013_17,台地・段丘,LF_CLASS::台地・段丘,B_140013_17_LF_CLASS::台地・段丘,59384,5938400.0,5.9384,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.36119896842002824,0.36117260673883955,10.0
37005,37,5,140013,,17,B_140013_17,山麓堆積地形,LF_CLASS::山麓堆積地形,B_140013_17_LF_CLASS::山麓堆積地形,746,74600.0,0.0746,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.004537492092842197,0.004537160929327332,10.0
37010,37,10,140013,,17,B_140013_17,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_140013_17_LF_CLASS::凹地・浅い谷,40,4000.0,0.004,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.00024329716315507762,0.0002432794063982484,10.0
37011,37,11,140013,,17,B_140013_17,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_140013_17_LF_CLASS::氾濫平野・海岸平野,45049,4504900.0,4.5049,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.27400734757432726,0.2739873494708673,10.0
37013,37,13,140013,,17,B_140013_17,旧河道,LF_CLASS::旧河道,B_140013_17_LF_CLASS::旧河道,1236,123600.0,0.1236,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.007517882341491898,0.007517333657705875,10.0
37016,37,16,140013,,17,B_140013_17,水部,LF_CLASS::水部,B_140013_17_LF_CLASS::水部,1206,120600.0,0.1206,164420,16442000.0,164408,16440800.0,0.9999270161780806,0.00733540946912559,0.007334874102907189,10.0
38001,38,1,140013,,19,B_140013_19,山地斜面等,LF_CLASS::山地斜面等,B_140013_19_LF_CLASS::山地斜面等,10037,1003700.0,1.0037,26363,2636300.0,14776,1477600.0,0.5604824944050374,0.6792772062804547,0.3807229829685544,10.0
38004,38,4,140013,,19,B_140013_19,台地・段丘,LF_CLASS::台地・段丘,B_140013_19_LF_CLASS::台地・段丘,494,49400.0,0.0494,26363,2636300.0,14776,1477600.0,0.5604824944050374,0.0334325933946941,0.018738383340287525,10.0
38011,38,11,140013,,19,B_140013_19,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_140013_19_LF_CLASS::氾濫平野・海岸平野,4211,421100.0,0.4211,26363,2636300.0,14776,1477600.0,0.5604824944050374,0.28498917162966975,0.1597314417934226,10.0
38016,38,16,140013,,19,B_140013_19,水部,LF_CLASS::水部,B_140013_19_LF_CLASS::水部,34,3400.0,0.0034,26363,2636300.0,14776,1477600.0,0.5604824944050374,0.0023010286951813752,0.0012896863027728256,10.0
39016,39,16,830303,,311,B_830303_311,水部,LF_CLASS::水部,B_830303_311_LF_CLASS::水部,3,300.0,0.0003,3,300.0,3,300.0,1.0,1.0,1.0,10.0
40016,40,16,830303,,343,B_830303_343,水部,LF_CLASS::水部,B_830303_343_LF_CLASS::水部,54,5400.0,0.0054,54,5400.0,54,5400.0,1.0,1.0,1.0,10.0
41007,41,7,830303,,345,B_830303_345,自然堤防,LF_CLASS::自然堤防,B_830303_345_LF_CLASS::自然堤防,10422,1042200.0,1.0422,57588,5758800.0,49439,4943900.0,0.8584948253108287,0.21080523473371224,0.18097520316732651,10.0
41011,41,11,830303,,345,B_830303_345,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830303_345_LF_CLASS::氾濫平野・海岸平野,35716,3571600.0,3.5716,57588,5758800.0,49439,4943900.0,0.8584948253108287,0.7224256154048423,0.620198652497048,10.0
41016,41,16,830303,,345,B_830303_345,水部,LF_CLASS::水部,B_830303_345_LF_CLASS::水部,3301,330100.0,0.3301,57588,5758800.0,49439,4943900.0,0.8584948253108287,0.06676914986144541,0.057320969646454126,10.0
42007,42,7,830303,,346,B_830303_346,自然堤防,LF_CLASS::自然堤防,B_830303_346_LF_CLASS::自然堤防,2157,215700.0,0.2157,5050,505000.0,3328,332800.0,0.659009900990099,0.6481370192307693,0.4271287128712871,10.0
42011,42,11,830303,,346,B_830303_346,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830303_346_LF_CLASS::氾濫平野・海岸平野,212,21200.0,0.0212,5050,505000.0,3328,332800.0,0.659009900990099,0.06370192307692307,0.04198019801980198,10.0
42016,42,16,830303,,346,B_830303_346,水部,LF_CLASS::水部,B_830303_346_LF_CLASS::水部,959,95900.0,0.0959,5050,505000.0,3328,332800.0,0.659009900990099,0.2881610576923077,0.1899009900990099,10.0
43007,43,7,830303,,347,B_830303_347,自然堤防,LF_CLASS::自然堤防,B_830303_347_LF_CLASS::自然堤防,13489,1348900.0,1.3489,57704,5770400.0,50222,5022200.0,0.8703382781089699,0.2685874716259806,0.23376195757659782,10.0
43011,43,11,830303,,347,B_830303_347,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830303_347_LF_CLASS::氾濫平野・海岸平野,30740,3074000.0,3.074,57704,5770400.0,50222,5022200.0,0.8703382781089699,0.6120823543467007,0.5327187023429918,10.0
43013,43,13,830303,,347,B_830303_347,旧河道,LF_CLASS::旧河道,B_830303_347_LF_CLASS::旧河道,1243,124300.0,0.1243,57704,5770400.0,50222,5022200.0,0.8703382781089699,0.02475010951375891,0.021540967697213365,10.0
43016,43,16,830303,,347,B_830303_347,水部,LF_CLASS::水部,B_830303_347_LF_CLASS::水部,4672,467200.0,0.4672,57704,5770400.0,50222,5022200.0,0.8703382781089699,0.0930269602962845,0.08096492444197975,10.0
