row_id,place_id,activity_domain,phase_code,assignment_status,evidence_source,evidence_value,compatible_phases,evidence_body
420,13103011500,institutional,Me,present,SiteType_unique_compatible_phase,社寺,Me,NA
425,13103012000,institutional,NA,incompatible,SiteType,社寺,,NA
426,13103012100,general_activity,NA,incompatible,SiteType,屋敷,,NA
426,13103012100,general_activity,NA,incompatible,SiteType,町屋跡,,NA
428,13103012202,general_activity,NA,incompatible,SiteType,屋敷,,NA
429,13103012300,general_activity,Ko,present,SiteType_unique_compatible_phase,集落,Ko,NA
429,13103012300,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
433,13103012700,general_activity,NA,incompatible,SiteType,屋敷,,NA
435,13103012900,general_activity,NA,incompatible,SiteType,屋敷,,NA
438,13103013200,general_activity,NA,incompatible,SiteType,屋敷,,NA
439,13103013300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡,Jo,住居跡
439,13103013300,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居跡,Ko,住居跡
439,13103013300,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居跡,Na,住居跡
439,13103013300,general_activity,NA,temporally_ambiguous,SiteType,集落跡,Jo;Ko;Na,NA
439,13103013300,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Jo;Ko;Na,NA
440,13103013400,general_activity,NA,incompatible,SiteType,屋敷,,NA
441,13103013500,general_activity,NA,incompatible,SiteType,屋敷,,NA
443,13103013700,general_activity,NA,incompatible,SiteType,屋敷,,NA
445,13103013900,general_activity,NA,incompatible,SiteType,屋敷,,NA
447,13103014100,institutional,NA,incompatible,SiteType,社寺,,NA
448,13103014200,general_activity,NA,incompatible,SiteType,屋敷,,NA
448,13103014200,institutional,NA,incompatible,SiteType,社寺,,NA
449,13103014300,general_activity,NA,incompatible,SiteType,屋敷,,NA
450,13103014400,general_activity,NA,incompatible,SiteType,屋敷,,NA
451,13103014500,general_activity,NA,temporally_ambiguous,SiteType,集落,Na;He,NA
451,13103014500,general_activity,NA,temporally_ambiguous,SiteType,その他(町屋跡),Na;He,NA
451,13103014500,general_activity,NA,temporally_ambiguous,ArchaeologicalFeatures_tagged,[奈良・平安時代]竪穴住居跡　,Na;He,竪穴住居跡　
451,13103014500,institutional,NA,temporally_ambiguous,SiteType,社寺,Na;He,NA
452,13103014502,general_activity,NA,incompatible,SiteType,その他(町屋),,NA
452,13103014502,institutional,NA,incompatible,SiteType,社寺,,NA
453,13103014600,institutional,NA,incompatible,SiteType,社寺,,NA
455,13103014800,general_activity,NA,incompatible,SiteType,屋敷,,NA
456,13103014901,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
457,13103014902,general_activity,NA,incompatible,SiteType,屋敷,,NA
458,13103014903,general_activity,NA,incompatible,SiteType,屋敷,,NA
459,13103014904,general_activity,NA,incompatible,SiteType,屋敷,,NA
460,13103015000,general_activity,NA,incompatible,SiteType,貝塚,,NA
461,13103015100,general_activity,NA,incompatible,SiteType,屋敷,,NA
462,13103015200,general_activity,NA,incompatible,SiteType,屋敷,,NA
463,13103015300,general_activity,NA,incompatible,SiteType,屋敷,,NA
465,13103015500,institutional,NA,incompatible,SiteType,社寺,,NA
466,13103015600,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Jo;Ya;Ko;Na;He;Me,NA
466,13103015600,monument,NA,temporally_ambiguous,SiteType,墳墓,Ya;Ko;Me,NA
467,13103015700,general_activity,NA,incompatible,SiteType,屋敷,,NA
468,13103015702,general_activity,NA,incompatible,SiteType,屋敷,,NA
469,13103015800,general_activity,NA,incompatible,SiteType,屋敷,,NA
470,13103015900,general_activity,NA,temporally_ambiguous,SiteType,集落,Ya;Ko,NA
470,13103015900,institutional,NA,incompatible,SiteType,社寺,,NA
471,13103016000,institutional,NA,incompatible,SiteType,社寺,,NA
472,13103016100,general_activity,NA,incompatible,SiteType,その他(町屋),,NA
473,13103016200,general_activity,NA,incompatible,SiteType,屋敷,,NA
474,13103016300,general_activity,NA,incompatible,SiteType,屋敷,,NA
475,13103016400,general_activity,NA,incompatible,SiteType,屋敷,,NA
476,13103016500,general_activity,NA,incompatible,SiteType,屋敷,,NA
477,13103016600,general_activity,NA,incompatible,SiteType,屋敷,,NA
478,13103016700,general_activity,NA,incompatible,SiteType,屋敷,,NA
479,13103016800,general_activity,NA,incompatible,SiteType,屋敷,,NA
480,13103016900,general_activity,NA,incompatible,SiteType,屋敷,,NA
481,13103017000,general_activity,NA,incompatible,SiteType,屋敷,,NA
482,13103017100,general_activity,NA,incompatible,SiteType,屋敷,,NA
483,13103017200,general_activity,NA,incompatible,SiteType,屋敷,,NA
484,13103017300,general_activity,NA,incompatible,SiteType,屋敷,,NA
485,13103017500,general_activity,NA,incompatible,SiteType,屋敷,,NA
486,13103017600,institutional,NA,incompatible,SiteType,社寺,,NA
487,13103017700,general_activity,NA,incompatible,SiteType,屋敷,,NA
488,13103017800,general_activity,NA,incompatible,SiteType,屋敷,,NA
489,13103017900,general_activity,NA,incompatible,SiteType,屋敷,,NA
490,13103018000,general_activity,NA,incompatible,SiteType,屋敷,,NA
491,13103018101,general_activity,NA,incompatible,SiteType,屋敷,,NA
492,13103018102,general_activity,NA,incompatible,SiteType,屋敷,,NA
493,13103018103,general_activity,NA,incompatible,SiteType,屋敷,,NA
494,13103018104,general_activity,NA,incompatible,SiteType,屋敷,,NA
495,13103018200,general_activity,NA,incompatible,SiteType,屋敷,,NA
497,13103018500,institutional,NA,incompatible,SiteType,社寺,,NA
498,13103018600,institutional,NA,incompatible,SiteType,社寺,,NA
499,13103018700,institutional,NA,incompatible,SiteType,社寺,,NA
500,13103018800,general_activity,NA,incompatible,SiteType,屋敷,,NA
501,13103018900,general_activity,NA,incompatible,SiteType,その他(町屋),,NA
502,13103019000,general_activity,NA,incompatible,SiteType,屋敷,,NA
504,13103019200,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
505,13103019300,general_activity,NA,incompatible,SiteType,屋敷,,NA
506,13103019400,institutional,NA,incompatible,SiteType,社寺,,NA
507,13103019500,general_activity,NA,incompatible,SiteType,その他(町屋跡),,NA
508,13103019600,institutional,NA,incompatible,SiteType,社寺,,NA
509,13103019700,general_activity,NA,incompatible,SiteType,その他(町屋跡),,NA
510,13103019800,institutional,NA,incompatible,SiteType,社寺,,NA
513,13103020100,institutional,NA,incompatible,SiteType,社寺,,NA
514,13103020200,general_activity,NA,incompatible,SiteType,屋敷,,NA
515,13103020300,general_activity,NA,incompatible,SiteType,屋敷,,NA
516,13103020400,institutional,NA,incompatible,SiteType,社寺,,NA
517,13103020500,general_activity,NA,incompatible,SiteType,屋敷,,NA
518,13103020600,institutional,NA,incompatible,SiteType,社寺,,NA
519,13103020700,general_activity,NA,incompatible,SiteType,屋敷,,NA
521,13103020900,general_activity,NA,incompatible,SiteType,屋敷,,NA
522,13103021000,general_activity,NA,incompatible,SiteType,屋敷,,NA
522,13103021000,general_activity,NA,incompatible,SiteType,その他(町屋跡),,NA
523,13103021100,institutional,NA,incompatible,SiteType,社寺,,NA
524,13103021200,institutional,NA,incompatible,SiteType,社寺,,NA
525,13103021300,general_activity,NA,incompatible,SiteType,その他(町屋跡),,NA
526,13103021400,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;Na;He,NA
526,13103021400,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Ko;Na;He,NA
527,13103021500,general_activity,NA,incompatible,SiteType,屋敷,,NA
528,13103021700,general_activity,NA,incompatible,SiteType,屋敷,,NA
530,13103021900,general_activity,NA,incompatible,SiteType,屋敷,,NA
531,13103022000,general_activity,NA,incompatible,SiteType,屋敷,,NA
532,13103022100,institutional,NA,incompatible,SiteType,社寺,,NA
533,13103022200,institutional,NA,incompatible,SiteType,社寺,,NA
534,13103022300,institutional,Me,present,SiteType_unique_compatible_phase,社寺,Me,NA
535,13103022400,general_activity,NA,incompatible,SiteType,屋敷,,NA
536,13103022500,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
538,13103022800,institutional,NA,incompatible,SiteType,社寺,,NA
540,13103023000,general_activity,NA,incompatible,SiteType,屋敷,,NA
541,13103023100,institutional,NA,incompatible,SiteType,社寺,,NA
542,13103023200,general_activity,NA,incompatible,SiteType,屋敷,,NA
544,13103023400,general_activity,NA,incompatible,SiteType,屋敷,,NA
545,13103023500,general_activity,NA,incompatible,SiteType,屋敷,,NA
547,13104000200,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]掘立柱建物　竪穴住居跡　土坑　,He,掘立柱建物　竪穴住居跡　土坑　
547,13104000200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]竪穴住居　土坑　炉跡　集石　土器焼成坑　ピット　,Jo,竪穴住居　土坑　炉跡　集石　土器焼成坑　ピット　
547,13104000200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
547,13104000200,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]竪穴住居　掘立柱建物跡　方形周溝墓　,Ya,竪穴住居　掘立柱建物跡　方形周溝墓　
547,13104000200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He,NA
547,13104000200,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Pa;Jo;Ya;Ko;Na;He,NA
547,13104000200,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]竪穴住居　掘立柱建物跡　方形周溝墓　,Ya,竪穴住居　掘立柱建物跡　方形周溝墓　
548,13104000300,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]竪穴住居跡,He,竪穴住居跡
548,13104000300,general_activity,NA,temporally_ambiguous,SiteType,集落,Na;He,NA
551,13104000600,monument,NA,incompatible,SiteType,横穴墓,,NA
552,13104000700,monument,NA,incompatible,SiteType,塚,,NA
553,13104000800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居跡,He,住居跡
553,13104000800,general_activity,NA,temporally_ambiguous,SiteType,集落,Ko;He,NA
554,13104001000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]竪穴住居跡　土坑　炉穴　集石　ピット　,Jo,竪穴住居跡　土坑　炉穴　集石　ピット　
554,13104001000,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]竪穴住居跡　住居跡　ピット　,Ko,竪穴住居跡　住居跡　ピット　
554,13104001000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He,NA
555,13104001100,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
555,13104001100,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
555,13104001100,general_activity,Jo,present,SiteType_unique_compatible_phase,その他(町屋),Jo,NA
555,13104001100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]墓壙 住居址? 土坑 ,Jo,墓壙 住居址? 土坑 
557,13104001500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡 竪穴状遺構 屋外埋甕 遺構集中部 土坑 柱穴 小穴 ,Jo,住居跡 竪穴状遺構 屋外埋甕 遺構集中部 土坑 柱穴 小穴 
557,13104001500,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
557,13104001500,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Pa;Jo,NA
558,13104001600,general_activity,Me,present,SiteType_unique_compatible_phase,その他(町屋),Me,NA
558,13104001600,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
558,13104001600,institutional,Me,present,SiteType_unique_compatible_phase,社寺,Me,NA
559,13104001700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na,NA
559,13104001700,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Jo;Ya;Ko;Na,NA
560,13104001800,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居跡 ,Ya,住居跡 
560,13104001800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Me,NA
560,13104001800,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Jo;Ya;Ko;Me,NA
560,13104001800,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
561,13104002000,general_activity,Jo,present,SiteType_unique_compatible_phase,貝塚,Jo,NA
561,13104002000,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
565,13104002700,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Pa;Jo,NA
566,13104002800,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
566,13104002800,institutional,Me,present,SiteType_unique_compatible_phase,社寺,Me,NA
568,13104003000,institutional,NA,incompatible,SiteType,社寺,,NA
569,13104003100,institutional,NA,incompatible,SiteType,社寺,,NA
570,13104003200,institutional,NA,incompatible,SiteType,社寺,,NA
571,13104003400,institutional,NA,incompatible,SiteType,社寺,,NA
573,13104003600,general_activity,NA,incompatible,SiteType,その他(町屋),,NA
573,13104003600,institutional,NA,incompatible,SiteType,社寺,,NA
574,13104003700,institutional,NA,incompatible,SiteType,社寺,,NA
575,13104003800,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
575,13104003800,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
575,13104003800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]竪穴住居跡 土坑 ピット 住居址 集石遺構 ,Jo,竪穴住居跡 土坑 ピット 住居址 集石遺構 
576,13104003900,institutional,NA,incompatible,SiteType,社寺,,NA
577,13104004000,institutional,NA,incompatible,SiteType,城館,,NA
579,13104004100,institutional,NA,incompatible,SiteType,社寺,,NA
580,13104004200,institutional,NA,incompatible,SiteType,社寺,,NA
581,13104004300,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Pa;Jo;Ya;Ko;Na;He,NA
582,13104004400,institutional,NA,incompatible,SiteType,社寺,,NA
583,13104004500,general_activity,Pa,present,SiteType_unique_compatible_phase,屋敷,Pa,NA
584,13104004600,institutional,NA,incompatible,SiteType,社寺,,NA
585,13104004700,institutional,NA,incompatible,SiteType,社寺,,NA
586,13104004800,general_activity,NA,incompatible,SiteType,屋敷,,NA
587,13104004900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]竪穴式住居跡　土坑　方形周溝墓　円墳　,Ko,竪穴式住居跡　土坑　方形周溝墓　円墳　
587,13104004900,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]掘立柱建物跡　柵列　井戸　地下式坑　土坑　溝　方形周溝状区画溝　,Me,掘立柱建物跡　柵列　井戸　地下式坑　土坑　溝　方形周溝状区画溝　
587,13104004900,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]竪穴式住居　土坑　掘立柱建物跡　溝　,Na,竪穴式住居　土坑　掘立柱建物跡　溝　
587,13104004900,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]竪穴式住居　環壕　方形周溝墓　土坑　,Ya,竪穴式住居　環壕　方形周溝墓　土坑　
587,13104004900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
587,13104004900,general_activity,NA,temporally_ambiguous,SiteType,屋敷,Pa;Jo;Ya;Ko;Na;He;Me,NA
587,13104004900,monument,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]竪穴式住居跡　土坑　方形周溝墓　円墳　,Ko,竪穴式住居跡　土坑　方形周溝墓　円墳　
587,13104004900,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]竪穴式住居　環壕　方形周溝墓　土坑　,Ya,竪穴式住居　環壕　方形周溝墓　土坑　
588,13104005000,institutional,NA,incompatible,SiteType,社寺,,NA
589,13104005100,institutional,NA,incompatible,SiteType,社寺,,NA
590,13104005200,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居跡　,Na,住居跡　
590,13104005200,general_activity,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]住居跡　,Ya,住居跡　
590,13104005200,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Na,NA
591,13104005300,institutional,NA,incompatible,SiteType,社寺,,NA
592,13104005400,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
592,13104005400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡 土坑 炉穴 ,Jo,住居跡 土坑 炉穴 
593,13104005500,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
594,13104005600,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
594,13104005600,general_activity,Jo,present,SiteType_unique_compatible_phase,その他(町屋),Jo,NA
596,13104005800,general_activity,NA,incompatible,SiteType,その他(町屋),,NA
597,13104005900,general_activity,Jo,present,SiteType_unique_compatible_phase,屋敷,Jo,NA
